timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1650010600587,509,View cart after deleting,200,OK,Scenario4 4-10,text,true,,656,491,16,16,https://api.demoblaze.com/viewcart,509,0,0
1650010600072,1023,Add Moblie2 to cart,200,OK,Scenario4 4-18,text,true,,331,549,16,16,https://api.demoblaze.com/addtocart,1023,0,0
1650010600585,513,View cart after deleting,200,OK,Scenario4 4-8,text,true,,872,491,15,15,https://api.demoblaze.com/viewcart,513,0,0
1650010600277,910,Add Laptop2 to cart,200,OK,Scenario4 4-22,text,true,,331,549,14,14,https://api.demoblaze.com/addtocart,910,0,0
1650010600714,473,View Cart,200,OK,Scenario4 4-25,text,true,,824,491,14,14,https://api.demoblaze.com/viewcart,473,0,0
1650010600278,1023,Delete one cart item,200,OK,Scenario4 4-6,text,true,,340,493,14,14,https://api.demoblaze.com/deleteitem,1023,0,0
1650010600897,404,Delete one cart item,200,OK,Scenario4 4-16,text,true,,653,493,14,14,https://api.demoblaze.com/deleteitem,404,0,0
1650010600898,410,Delete one cart item,200,OK,Scenario4 4-1,text,true,,340,493,14,14,https://api.demoblaze.com/deleteitem,410,0,0
1650010600892,614,Delete one cart item,200,OK,Scenario4 4-3,text,true,,340,493,14,14,https://api.demoblaze.com/deleteitem,613,0,0
1650010600898,608,Delete one cart item,200,OK,Scenario4 4-5,text,true,,567,493,14,14,https://api.demoblaze.com/deleteitem,608,0,0
1650010600892,614,View Cart,200,OK,Scenario4 4-14,text,true,,698,491,14,14,https://api.demoblaze.com/viewcart,614,0,0
1650010600893,614,View cart after deleting,200,OK,Scenario4 4-13,text,true,,742,491,14,14,https://api.demoblaze.com/viewcart,614,0,0
1650010600283,1225,View Cart,200,OK,Scenario4 4-19,text,true,,797,491,14,14,https://api.demoblaze.com/viewcart,1225,0,0
1650010601099,410,Add Laptop2 to cart,200,OK,Scenario4 4-18,text,true,,331,549,13,13,https://api.demoblaze.com/addtocart,410,0,0
1650010600483,1029,View Cart,200,OK,Scenario4 4-21,text,true,,853,491,13,13,https://api.demoblaze.com/viewcart,1029,0,0
1650010601188,385,Delete one cart item,200,OK,Scenario4 4-25,text,true,,710,493,13,13,https://api.demoblaze.com/deleteitem,385,0,0
1650010601188,402,View Cart,200,OK,Scenario4 4-22,text,true,,635,491,13,13,https://api.demoblaze.com/viewcart,402,0,0
1650010600688,993,View Cart,200,OK,Scenario4 4-20,text,true,,861,491,13,13,https://api.demoblaze.com/viewcart,992,0,0
1650010601308,505,View cart after deleting,200,OK,Scenario4 4-1,text,true,,804,491,13,13,https://api.demoblaze.com/viewcart,505,0,0
1650010601302,512,View cart after deleting,200,OK,Scenario4 4-16,text,true,,868,491,13,13,https://api.demoblaze.com/viewcart,512,0,0
1650010601506,410,Delete one cart item,200,OK,Scenario4 4-14,text,true,,678,493,11,11,https://api.demoblaze.com/deleteitem,410,0,0
1650010601508,408,Delete one cart item,200,OK,Scenario4 4-19,text,true,,551,493,11,11,https://api.demoblaze.com/deleteitem,408,0,0
1650010601512,405,Delete one cart item,200,OK,Scenario4 4-21,text,true,,717,493,11,11,https://api.demoblaze.com/deleteitem,404,0,0
1650010601097,834,Add Laptop2 to cart,200,OK,Scenario4 4-17,text,true,,331,549,11,11,https://api.demoblaze.com/addtocart,834,0,0
1650010601507,424,View cart after deleting,200,OK,Scenario4 4-3,text,true,,647,491,11,11,https://api.demoblaze.com/viewcart,424,0,0
1650010601509,422,View Cart,200,OK,Scenario4 4-18,text,true,,620,491,11,11,https://api.demoblaze.com/viewcart,422,0,0
1650010601573,401,View cart after deleting,200,OK,Scenario4 4-25,text,true,,781,491,10,10,https://api.demoblaze.com/viewcart,401,0,0
1650010601681,385,Delete one cart item,200,OK,Scenario4 4-20,text,true,,625,493,9,9,https://api.demoblaze.com/deleteitem,384,0,0
1650010601302,766,View cart after deleting,200,OK,Scenario4 4-6,text,true,,730,491,9,9,https://api.demoblaze.com/viewcart,766,0,0
1650010601931,402,View Cart,200,OK,Scenario4 4-17,text,true,,732,491,8,8,https://api.demoblaze.com/viewcart,402,0,0
1650010601506,839,View cart after deleting,200,OK,Scenario4 4-5,text,true,,670,491,8,8,https://api.demoblaze.com/viewcart,839,0,0
1650010601590,772,Delete one cart item,200,OK,Scenario4 4-22,text,true,,502,493,7,7,https://api.demoblaze.com/deleteitem,772,0,0
1650010601916,819,View cart after deleting,200,OK,Scenario4 4-14,text,true,,706,491,7,7,https://api.demoblaze.com/viewcart,818,0,0
1650010601916,819,View cart after deleting,200,OK,Scenario4 4-19,text,true,,767,491,7,7,https://api.demoblaze.com/viewcart,819,0,0
1650010601917,818,View cart after deleting,200,OK,Scenario4 4-21,text,true,,744,491,7,7,https://api.demoblaze.com/viewcart,818,0,0
1650010601931,807,Delete one cart item,200,OK,Scenario4 4-18,text,true,,476,493,4,4,https://api.demoblaze.com/deleteitem,807,0,0
1650010602066,817,View cart after deleting,200,OK,Scenario4 4-20,text,true,,664,491,4,4,https://api.demoblaze.com/viewcart,817,0,0
1650010602363,886,View cart after deleting,200,OK,Scenario4 4-22,text,true,,830,491,3,3,https://api.demoblaze.com/viewcart,886,0,0
1650010602334,915,Delete one cart item,200,OK,Scenario4 4-17,text,true,,553,493,3,3,https://api.demoblaze.com/deleteitem,915,0,0
1650010602738,737,View cart after deleting,200,OK,Scenario4 4-18,text,true,,637,491,2,2,https://api.demoblaze.com/viewcart,737,0,0
1650010603250,791,View cart after deleting,200,OK,Scenario4 4-17,text,true,,713,491,1,1,https://api.demoblaze.com/viewcart,791,0,0
1650010604047,1212,sceenario5/-180,200,OK,Scenario5 5-1,text,true,,19926,473,1,1,https://www.demoblaze.com/,1127,0,552
1650010605259,448,sceenario5/node_modules/bootstrap/dist/css/bootstrap.min.css-181,200,OK,Scenario5 5-1,text,true,,28340,445,1,1,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,330,0,0
1650010605708,201,sceenario5/css/latofonts.css-183,200,OK,Scenario5 5-1,text,true,,1418,413,1,1,https://www.demoblaze.com/css/latofonts.css,201,0,0
1650010605909,515,sceenario5/node_modules/tether/dist/js/tether.min.js-186,200,OK,Scenario5 5-1,text,true,,9085,423,1,1,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,515,0,0
1650010606425,202,sceenario5/node_modules/video.js/dist/video-js.min.css-182,200,OK,Scenario5 5-1,text,true,,12512,439,1,1,https://www.demoblaze.com/node_modules/video.js/dist/video-js.min.css,201,0,0
1650010606628,410,sceenario5/css/latostyle.css-184,200,OK,Scenario5 5-1,text,true,,895,413,1,1,https://www.demoblaze.com/css/latostyle.css,409,0,0
1650010607038,204,sceenario5/node_modules/bootstrap/dist/js/bootstrap.min.js-187,200,OK,Scenario5 5-1,text,true,,15271,429,1,1,https://www.demoblaze.com/node_modules/bootstrap/dist/js/bootstrap.min.js,203,0,0
1650010607243,1299,sceenario5/node_modules/video.js/dist/video.min.js-188,200,OK,Scenario5 5-1,text,true,,161126,421,1,1,https://www.demoblaze.com/node_modules/video.js/dist/video.min.js,714,0,0
1650010608543,439,sceenario5/js/index.js-189,200,OK,Scenario5 5-1,text,true,,3009,393,1,1,https://www.demoblaze.com/js/index.js,438,0,0
1650010608982,419,sceenario5/imgs/front.jpg-191,200,OK,Scenario5 5-1,bin,true,,24973,417,1,1,https://www.demoblaze.com/imgs/front.jpg,409,0,0
1650010609402,508,sceenario5/node_modules/jquery/dist/jquery.min.js-185,200,OK,Scenario5 5-1,text,true,,36040,420,1,1,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,502,0,0
1650010609911,607,sceenario5/bm.png-192,200,OK,Scenario5 5-1,bin,true,,4287,409,1,1,https://www.demoblaze.com/bm.png,606,0,0
1650010610512,1441,sceenario5/Samsung1.jpg-193,200,OK,Scenario5 5-1,bin,true,,27703,415,1,1,https://www.demoblaze.com/Samsung1.jpg,411,0,0
1650010611954,1426,sceenario5/nexus1.jpg-194,200,OK,Scenario5 5-1,bin,true,,34164,413,1,1,https://www.demoblaze.com/nexus1.jpg,808,0,0
1650010613381,921,sceenario5/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js-190,200,OK,Scenario5 5-1,text,true,,72894,446,1,1,https://www.demoblaze.com/node_modules/videojs-contrib-hls/dist/videojs-contrib-hls.min.js,510,0,0
1650010614302,509,sceenario5/iphone1.jpg-195,200,OK,Scenario5 5-1,bin,true,,34923,414,1,1,https://www.demoblaze.com/iphone1.jpg,408,0,0
1650010614812,204,sceenario5/config.json-196,200,OK,Scenario5 5-1,text,true,,468,466,1,1,https://www.demoblaze.com/config.json,203,0,0
1650010615018,1125,sceenario5/check-197,200,OK,Scenario5 5-1,text,true,,473,477,1,1,https://api.demoblaze.com/check,1125,0,612
1650010616152,512,sceenario5/entries-198,200,OK,Scenario5 5-1,text,true,,1613,392,1,1,https://api.demoblaze.com/entries,512,0,0
1650010616665,687,sceenario5/imgs/galaxy_s6.jpg-200,200,OK,Scenario5 5-1,bin,true,,107757,421,1,1,https://www.demoblaze.com/imgs/galaxy_s6.jpg,509,0,0
1650010617353,642,sceenario5/check-199,200,OK,Scenario5 5-1,text,true,,676,471,1,1,https://api.demoblaze.com/check,642,0,0
1650010617996,817,sceenario5/imgs/HTC_M9.jpg-203,200,OK,Scenario5 5-1,bin,true,,97258,418,1,1,https://www.demoblaze.com/imgs/HTC_M9.jpg,509,0,0
1650010618814,717,sceenario5/imgs/sony_vaio_5.jpg-205,200,OK,Scenario5 5-1,bin,true,,90795,423,1,1,https://www.demoblaze.com/imgs/sony_vaio_5.jpg,510,0,0
1650010619532,921,sceenario5/imgs/Lumia_1520.jpg-201,200,OK,Scenario5 5-1,bin,true,,145538,422,1,1,https://www.demoblaze.com/imgs/Lumia_1520.jpg,612,0,0
