timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1650009420831,764,View Cart,200,OK,Scenario4 4-21,text,true,,826,491,21,21,https://api.demoblaze.com/viewcart,764,0,0
1650009421142,468,View cart after deleting,200,OK,Scenario4 4-2,text,true,,867,491,21,21,https://api.demoblaze.com/viewcart,468,0,0
1650009420841,770,Delete one cart item,200,OK,Scenario4 4-5,text,true,,625,493,21,21,https://api.demoblaze.com/deleteitem,770,0,0
1650009421056,588,View Cart,200,OK,Scenario4 4-20,text,true,,713,491,20,20,https://api.demoblaze.com/viewcart,588,0,0
1650009421055,644,View Cart,200,OK,Scenario4 4-22,text,true,,636,491,20,20,https://api.demoblaze.com/viewcart,644,0,0
1650009421081,637,Delete one cart item,200,OK,Scenario4 4-8,text,true,,687,493,20,20,https://api.demoblaze.com/deleteitem,637,0,0
1650009421164,575,Delete one cart item,200,OK,Scenario4 4-13,text,true,,636,493,20,20,https://api.demoblaze.com/deleteitem,575,0,0
1650009421170,595,Delete one cart item,200,OK,Scenario4 4-11,text,true,,560,493,20,20,https://api.demoblaze.com/deleteitem,595,0,0
1650009421232,548,Delete one cart item,200,OK,Scenario4 4-12,text,true,,699,493,20,20,https://api.demoblaze.com/deleteitem,548,0,0
1650009421217,579,Delete one cart item,200,OK,Scenario4 4-18,text,true,,614,493,20,20,https://api.demoblaze.com/deleteitem,579,0,0
1650009421506,372,Delete one cart item,200,OK,Scenario4 4-19,text,true,,474,493,20,20,https://api.demoblaze.com/deleteitem,372,0,0
1650009421515,383,Delete one cart item,200,OK,Scenario4 4-24,text,true,,654,493,20,20,https://api.demoblaze.com/deleteitem,383,0,0
1650009421259,639,View cart after deleting,200,OK,Scenario4 4-7,text,true,,856,491,20,20,https://api.demoblaze.com/viewcart,639,0,0
1650009421331,575,Delete one cart item,200,OK,Scenario4 4-17,text,true,,685,493,19,19,https://api.demoblaze.com/deleteitem,575,0,0
1650009421314,615,Delete one cart item,200,OK,Scenario4 4-25,text,true,,657,493,19,19,https://api.demoblaze.com/deleteitem,615,0,0
1650009421346,590,Delete one cart item,200,OK,Scenario4 4-15,text,true,,616,493,19,19,https://api.demoblaze.com/deleteitem,590,0,0
1650009421411,583,View cart after deleting,200,OK,Scenario4 4-10,text,true,,656,491,19,19,https://api.demoblaze.com/viewcart,583,0,0
1650009421436,614,View cart after deleting,200,OK,Scenario4 4-9,text,true,,713,491,18,18,https://api.demoblaze.com/viewcart,613,0,0
1650009421455,609,Delete one cart item,200,OK,Scenario4 4-16,text,true,,591,493,17,17,https://api.demoblaze.com/deleteitem,609,0,0
1650009421503,591,Delete one cart item,200,OK,Scenario4 4-23,text,true,,563,493,17,17,https://api.demoblaze.com/deleteitem,590,0,0
1650009421543,608,View cart after deleting,200,OK,Scenario4 4-14,text,true,,763,491,17,17,https://api.demoblaze.com/viewcart,608,0,0
1650009421781,386,View cart after deleting,200,OK,Scenario4 4-12,text,true,,799,491,16,16,https://api.demoblaze.com/viewcart,386,0,0
1650009421596,584,Delete one cart item,200,OK,Scenario4 4-21,text,true,,470,493,15,15,https://api.demoblaze.com/deleteitem,584,0,0
1650009421797,402,View cart after deleting,200,OK,Scenario4 4-18,text,true,,617,491,15,15,https://api.demoblaze.com/viewcart,402,0,0
1650009421612,636,View cart after deleting,200,OK,Scenario4 4-5,text,true,,747,491,14,14,https://api.demoblaze.com/viewcart,635,0,0
1650009421645,612,Delete one cart item,200,OK,Scenario4 4-20,text,true,,605,493,13,13,https://api.demoblaze.com/deleteitem,612,0,0
1650009421700,593,Delete one cart item,200,OK,Scenario4 4-22,text,true,,696,493,13,13,https://api.demoblaze.com/deleteitem,593,0,0
1650009421898,411,View cart after deleting,200,OK,Scenario4 4-24,text,true,,616,491,13,13,https://api.demoblaze.com/viewcart,411,0,0
1650009421719,621,View cart after deleting,200,OK,Scenario4 4-8,text,true,,722,491,12,12,https://api.demoblaze.com/viewcart,620,0,0
1650009421907,453,View cart after deleting,200,OK,Scenario4 4-17,text,true,,695,491,11,11,https://api.demoblaze.com/viewcart,452,0,0
1650009421740,643,View cart after deleting,200,OK,Scenario4 4-13,text,true,,629,491,10,10,https://api.demoblaze.com/viewcart,643,0,0
1650009421766,658,View cart after deleting,200,OK,Scenario4 4-11,text,true,,823,491,9,9,https://api.demoblaze.com/viewcart,658,0,0
1650009421879,646,View cart after deleting,200,OK,Scenario4 4-19,text,true,,745,491,8,8,https://api.demoblaze.com/viewcart,645,0,0
1650009421930,649,View cart after deleting,200,OK,Scenario4 4-25,text,true,,633,491,7,7,https://api.demoblaze.com/viewcart,649,0,0
1650009421936,699,View cart after deleting,200,OK,Scenario4 4-15,text,true,,614,491,6,6,https://api.demoblaze.com/viewcart,699,0,0
1650009422064,652,View cart after deleting,200,OK,Scenario4 4-16,text,true,,826,491,5,5,https://api.demoblaze.com/viewcart,652,0,0
1650009422094,659,View cart after deleting,200,OK,Scenario4 4-23,text,true,,622,491,4,4,https://api.demoblaze.com/viewcart,659,0,0
1650009422181,653,View cart after deleting,200,OK,Scenario4 4-21,text,true,,649,491,3,3,https://api.demoblaze.com/viewcart,653,0,0
1650009422258,665,View cart after deleting,200,OK,Scenario4 4-20,text,true,,681,491,2,2,https://api.demoblaze.com/viewcart,665,0,0
1650009422294,739,View cart after deleting,200,OK,Scenario4 4-22,text,true,,760,491,1,1,https://api.demoblaze.com/viewcart,738,0,0
